Team,Conf,Season,Game,Home,Away,Points,Points Against,Date
Ole Miss,SEC,2023,Ole Miss vs Mercer,Ole Miss,Mercer,73,7,2023-09-02T18:00:00.000Z
Oregon,Pac-12,2023,Oregon vs Portland State,Oregon,Portland State,81,7,2023-09-02T19:00:00.000Z
Auburn,SEC,2023,Auburn vs Massachusetts,Auburn,Massachusetts,59,14,2023-09-02T19:30:00.000Z
Washington,Pac-12,2023,Washington vs Boise State,Washington,Boise State,56,19,2023-09-02T19:30:00.000Z
Arkansas,SEC,2023,Arkansas vs Western Carolina,Arkansas,Western Carolina,56,13,2023-09-02T20:00:00.000Z
Mississippi State,SEC,2023,Mississippi State vs SE Louisiana,Mississippi State,SE Louisiana,48,7,2023-09-02T20:00:00.000Z
North Texas,American Athletic,2023,North Texas vs California,North Texas,California,21,58,2023-09-02T20:00:00.000Z
Georgia,SEC,2023,Georgia vs UT Martin,Georgia,UT Martin,48,7,2023-09-02T22:00:00.000Z
USC,Pac-12,2023,USC vs Nevada,USC,Nevada,66,14,2023-09-02T22:30:00.000Z
Vanderbilt,SEC,2023,Vanderbilt vs Alabama A&M,Vanderbilt,Alabama A&M,47,13,2023-09-02T23:00:00.000Z
Colorado State,Mountain West,2023,Colorado State vs Washington State,Colorado State,Washington State,24,50,2023-09-02T23:00:00.000Z
Texas A&M,SEC,2023,Texas A&M vs New Mexico,Texas A&M,New Mexico,52,10,2023-09-02T23:00:00.000Z
North Carolina,ACC,2023,North Carolina vs South Carolina,North Carolina,South Carolina,31,17,2023-09-02T23:30:00.000Z
Alabama,SEC,2023,Alabama vs Middle Tennessee,Alabama,Middle Tennessee,56,7,2023-09-02T23:30:00.000Z
Arizona,Pac-12,2023,Arizona vs Northern Arizona,Arizona,Northern Arizona,38,3,2023-09-03T02:00:00.000Z
UCLA,Pac-12,2023,UCLA vs Coastal Carolina,UCLA,Coastal Carolina,27,13,2023-09-03T02:30:00.000Z
San José State,Mountain West,2023,San José State vs Oregon State,San José State,Oregon State,17,42,2023-09-03T19:30:00.000Z
Florida State,ACC,2023,Florida State vs LSU,Florida State,LSU,45,24,2023-09-03T23:30:00.000Z
Wake Forest,ACC,2023,Wake Forest vs Vanderbilt,Wake Forest,Vanderbilt,36,20,2023-09-09T15:00:00.000Z
Colorado,Pac-12,2023,Colorado vs Nebraska,Colorado,Nebraska,36,14,2023-09-09T16:00:00.000Z
Georgia,SEC,2023,Georgia vs Ball State,Georgia,Ball State,45,3,2023-09-09T16:00:00.000Z
Baylor,Big 12,2023,Baylor vs Utah,Baylor,Utah,13,20,2023-09-09T16:00:00.000Z
Kentucky,SEC,2023,Kentucky vs Eastern Kentucky,Kentucky,Eastern Kentucky,28,17,2023-09-09T19:00:00.000Z
Tulane,American Athletic,2023,Tulane vs Ole Miss,Tulane,Ole Miss,20,37,2023-09-09T19:30:00.000Z
Miami,ACC,2023,Miami vs Texas A&M,Miami,Texas A&M,48,33,2023-09-09T19:30:00.000Z
Arkansas,SEC,2023,Arkansas vs Kent State,Arkansas,Kent State,28,6,2023-09-09T20:00:00.000Z
Washington,Pac-12,2023,Washington vs Tulsa,Washington,Tulsa,43,10,2023-09-09T21:00:00.000Z
Tennessee,SEC,2023,Tennessee vs Austin Peay,Tennessee,Austin Peay,30,13,2023-09-09T21:00:00.000Z
Alabama,SEC,2023,Alabama vs Texas,Alabama,Texas,24,34,2023-09-09T23:00:00.000Z
Missouri,SEC,2023,Missouri vs Middle Tennessee,Missouri,Middle Tennessee,23,19,2023-09-09T23:00:00.000Z
Texas Tech,Big 12,2023,Texas Tech vs Oregon,Texas Tech,Oregon,30,38,2023-09-09T23:00:00.000Z
LSU,SEC,2023,LSU vs Grambling,LSU,Grambling,72,10,2023-09-09T23:30:00.000Z
San Diego State,Mountain West,2023,San Diego State vs UCLA,San Diego State,UCLA,10,35,2023-09-09T23:30:00.000Z
Washington State,Pac-12,2023,Washington State vs Wisconsin,Washington State,Wisconsin,31,22,2023-09-09T23:30:00.000Z
Mississippi State,SEC,2023,Mississippi State vs Arizona,Mississippi State,Arizona,31,24,2023-09-09T23:30:00.000Z
South Carolina,SEC,2023,South Carolina vs Furman,South Carolina,Furman,47,21,2023-09-09T23:30:00.000Z
Florida,SEC,2023,Florida vs McNeese,Florida,McNeese,49,7,2023-09-09T23:30:00.000Z
Oregon State,Pac-12,2023,Oregon State vs UC Davis,Oregon State,UC Davis,55,7,2023-09-10T01:00:00.000Z
USC,Pac-12,2023,USC vs Stanford,USC,Stanford,56,10,2023-09-10T02:30:00.000Z
California,Pac-12,2023,California vs Auburn,California,Auburn,10,14,2023-09-10T02:30:00.000Z
Arizona State,Pac-12,2023,Arizona State vs Oklahoma State,Arizona State,Oklahoma State,15,27,2023-09-10T02:30:00.000Z
Mississippi State,SEC,2023,Mississippi State vs LSU,Mississippi State,LSU,14,41,2023-09-16T16:00:00.000Z
Missouri,SEC,2023,Missouri vs Kansas State,Missouri,Kansas State,30,27,2023-09-16T16:00:00.000Z
Utah,Pac-12,2023,Utah vs Weber State,Utah,Weber State,31,7,2023-09-16T18:00:00.000Z
Georgia,SEC,2023,Georgia vs South Carolina,Georgia,South Carolina,24,14,2023-09-16T19:30:00.000Z
South Florida,American Athletic,2023,South Florida vs Alabama,South Florida,Alabama,3,17,2023-09-16T19:30:00.000Z
Oregon State,Pac-12,2023,Oregon State vs San Diego State,Oregon State,San Diego State,26,9,2023-09-16T19:30:00.000Z
California,Pac-12,2023,California vs Idaho,California,Idaho,31,17,2023-09-16T20:00:00.000Z
Texas A&M,SEC,2023,Texas A&M vs UL Monroe,Texas A&M,UL Monroe,47,3,2023-09-16T20:00:00.000Z
UCLA,Pac-12,2023,UCLA vs North Carolina Central,UCLA,North Carolina Central,59,7,2023-09-16T21:00:00.000Z
Washington State,Pac-12,2023,Washington State vs Northern Colorado,Washington State,Northern Colorado,64,21,2023-09-16T21:00:00.000Z
Michigan State,Big Ten,2023,Michigan State vs Washington,Michigan State,Washington,7,41,2023-09-16T21:00:00.000Z
UNLV,Mountain West,2023,UNLV vs Vanderbilt,UNLV,Vanderbilt,40,37,2023-09-16T23:00:00.000Z
Florida,SEC,2023,Florida vs Tennessee,Florida,Tennessee,29,16,2023-09-16T23:00:00.000Z
Auburn,SEC,2023,Auburn vs Samford,Auburn,Samford,45,13,2023-09-16T23:00:00.000Z
Arkansas,SEC,2023,Arkansas vs BYU,Arkansas,BYU,31,38,2023-09-16T23:30:00.000Z
Kentucky,SEC,2023,Kentucky vs Akron,Kentucky,Akron,35,3,2023-09-16T23:30:00.000Z
Ole Miss,SEC,2023,Ole Miss vs Georgia Tech,Ole Miss,Georgia Tech,48,23,2023-09-16T23:30:00.000Z
Stanford,Pac-12,2023,Stanford vs Sacramento State,Stanford,Sacramento State,23,30,2023-09-17T00:00:00.000Z
Oregon,Pac-12,2023,Oregon vs Hawai'i,Oregon,Hawai'i,55,10,2023-09-17T00:00:00.000Z
Colorado,Pac-12,2023,Colorado vs Colorado State,Colorado,Colorado State,43,35,2023-09-17T02:00:00.000Z
Arizona State,Pac-12,2023,Arizona State vs Fresno State,Arizona State,Fresno State,0,29,2023-09-17T02:30:00.000Z
Arizona,Pac-12,2023,Arizona vs UTEP,Arizona,UTEP,31,10,2023-09-17T03:00:00.000Z
Vanderbilt,SEC,2023,Vanderbilt vs Kentucky,Vanderbilt,Kentucky,28,45,2023-09-23T16:00:00.000Z
Texas A&M,SEC,2023,Texas A&M vs Auburn,Texas A&M,Auburn,27,10,2023-09-23T16:00:00.000Z
Alabama,SEC,2023,Alabama vs Ole Miss,Alabama,Ole Miss,24,10,2023-09-23T19:30:00.000Z
Utah,Pac-12,2023,Utah vs UCLA,Utah,UCLA,14,7,2023-09-23T19:30:00.000Z
Oregon,Pac-12,2023,Oregon vs Colorado,Oregon,Colorado,42,6,2023-09-23T19:30:00.000Z
Tennessee,SEC,2023,Tennessee vs UTSA,Tennessee,UTSA,45,14,2023-09-23T20:00:00.000Z
Stanford,Pac-12,2023,Stanford vs Arizona,Stanford,Arizona,20,21,2023-09-23T23:00:00.000Z
LSU,SEC,2023,LSU vs Arkansas,LSU,Arkansas,34,31,2023-09-23T23:00:00.000Z
Washington State,Pac-12,2023,Washington State vs Oregon State,Washington State,Oregon State,38,35,2023-09-23T23:00:00.000Z
Florida,SEC,2023,Florida vs Charlotte,Florida,Charlotte,22,7,2023-09-23T23:00:00.000Z
South Carolina,SEC,2023,South Carolina vs Mississippi State,South Carolina,Mississippi State,37,30,2023-09-23T23:30:00.000Z
Georgia,SEC,2023,Georgia vs UAB,Georgia,UAB,49,21,2023-09-23T23:30:00.000Z
Missouri,SEC,2023,Missouri vs Memphis,Missouri,Memphis,34,27,2023-09-23T23:30:00.000Z
Arizona State,Pac-12,2023,Arizona State vs USC,Arizona State,USC,28,42,2023-09-24T02:30:00.000Z
Washington,Pac-12,2023,Washington vs California,Washington,California,59,32,2023-09-24T02:30:00.000Z
Oregon State,Pac-12,2023,Oregon State vs Utah,Oregon State,Utah,21,7,2023-09-30T01:00:00.000Z
Arkansas,SEC,2023,Arkansas vs Texas A&M,Arkansas,Texas A&M,22,34,2023-09-30T16:00:00.000Z
Colorado,Pac-12,2023,Colorado vs USC,Colorado,USC,41,48,2023-09-30T16:00:00.000Z
Kentucky,SEC,2023,Kentucky vs Florida,Kentucky,Florida,33,14,2023-09-30T16:00:00.000Z
California,Pac-12,2023,California vs Arizona State,California,Arizona State,24,21,2023-09-30T19:00:00.000Z
Auburn,SEC,2023,Auburn vs Georgia,Auburn,Georgia,20,27,2023-09-30T19:30:00.000Z
Vanderbilt,SEC,2023,Vanderbilt vs Missouri,Vanderbilt,Missouri,21,38,2023-09-30T20:00:00.000Z
Ole Miss,SEC,2023,Ole Miss vs LSU,Ole Miss,LSU,55,49,2023-09-30T22:00:00.000Z
Stanford,Pac-12,2023,Stanford vs Oregon,Stanford,Oregon,6,42,2023-09-30T22:30:00.000Z
Tennessee,SEC,2023,Tennessee vs South Carolina,Tennessee,South Carolina,41,20,2023-09-30T23:30:00.000Z
Mississippi State,SEC,2023,Mississippi State vs Alabama,Mississippi State,Alabama,17,40,2023-10-01T01:00:00.000Z
Arizona,Pac-12,2023,Arizona vs Washington,Arizona,Washington,24,31,2023-10-01T02:00:00.000Z
Mississippi State,SEC,2023,Mississippi State vs Western Michigan,Mississippi State,Western Michigan,41,28,2023-10-07T16:00:00.000Z
Missouri,SEC,2023,Missouri vs LSU,Missouri,LSU,39,49,2023-10-07T16:00:00.000Z
UCLA,Pac-12,2023,UCLA vs Washington State,UCLA,Washington State,25,17,2023-10-07T19:00:00.000Z
Texas A&M,SEC,2023,Texas A&M vs Alabama,Texas A&M,Alabama,20,26,2023-10-07T19:30:00.000Z
Florida,SEC,2023,Florida vs Vanderbilt,Florida,Vanderbilt,38,14,2023-10-07T20:00:00.000Z
Arizona State,Pac-12,2023,Arizona State vs Colorado,Arizona State,Colorado,24,27,2023-10-07T22:30:00.000Z
Georgia,SEC,2023,Georgia vs Kentucky,Georgia,Kentucky,51,13,2023-10-07T23:00:00.000Z
Ole Miss,SEC,2023,Ole Miss vs Arkansas,Ole Miss,Arkansas,27,20,2023-10-07T23:30:00.000Z
California,Pac-12,2023,California vs Oregon State,California,Oregon State,40,52,2023-10-08T02:00:00.000Z
USC,Pac-12,2023,USC vs Arizona,USC,Arizona,43,41,2023-10-08T02:30:00.000Z
Colorado,Pac-12,2023,Colorado vs Stanford,Colorado,Stanford,43,46,2023-10-14T02:00:00.000Z
Vanderbilt,SEC,2023,Vanderbilt vs Georgia,Vanderbilt,Georgia,20,37,2023-10-14T16:00:00.000Z
Alabama,SEC,2023,Alabama vs Arkansas,Alabama,Arkansas,24,21,2023-10-14T16:00:00.000Z
Utah,Pac-12,2023,Utah vs California,Utah,California,34,14,2023-10-14T19:00:00.000Z
Washington,Pac-12,2023,Washington vs Oregon,Washington,Oregon,36,33,2023-10-14T19:30:00.000Z
Tennessee,SEC,2023,Tennessee vs Texas A&M,Tennessee,Texas A&M,20,13,2023-10-14T19:30:00.000Z
South Carolina,SEC,2023,South Carolina vs Florida,South Carolina,Florida,39,41,2023-10-14T19:30:00.000Z
Washington State,Pac-12,2023,Washington State vs Arizona,Washington State,Arizona,6,44,2023-10-14T23:00:00.000Z
LSU,SEC,2023,LSU vs Auburn,LSU,Auburn,48,18,2023-10-14T23:00:00.000Z
Kentucky,SEC,2023,Kentucky vs Missouri,Kentucky,Missouri,21,38,2023-10-14T23:30:00.000Z
Notre Dame,FBS Independents,2023,Notre Dame vs USC,Notre Dame,USC,48,20,2023-10-14T23:30:00.000Z
Oregon State,Pac-12,2023,Oregon State vs UCLA,Oregon State,UCLA,36,24,2023-10-15T00:00:00.000Z
Arkansas,SEC,2023,Arkansas vs Mississippi State,Arkansas,Mississippi State,3,7,2023-10-21T16:00:00.000Z
Alabama,SEC,2023,Alabama vs Tennessee,Alabama,Tennessee,34,20,2023-10-21T19:30:00.000Z
Missouri,SEC,2023,Missouri vs South Carolina,Missouri,South Carolina,34,12,2023-10-21T19:30:00.000Z
Oregon,Pac-12,2023,Oregon vs Washington State,Oregon,Washington State,38,24,2023-10-21T19:30:00.000Z
Auburn,SEC,2023,Auburn vs Ole Miss,Auburn,Ole Miss,21,28,2023-10-21T23:00:00.000Z
LSU,SEC,2023,LSU vs Army,LSU,Army,62,0,2023-10-21T23:30:00.000Z
USC,Pac-12,2023,USC vs Utah,USC,Utah,32,34,2023-10-22T00:00:00.000Z
Washington,Pac-12,2023,Washington vs Arizona State,Washington,Arizona State,15,7,2023-10-22T02:30:00.000Z
Stanford,Pac-12,2023,Stanford vs UCLA,Stanford,UCLA,7,42,2023-10-22T02:30:00.000Z
Texas A&M,SEC,2023,Texas A&M vs South Carolina,Texas A&M,South Carolina,30,17,2023-10-28T16:00:00.000Z
Auburn,SEC,2023,Auburn vs Mississippi State,Auburn,Mississippi State,27,13,2023-10-28T19:30:00.000Z
Utah,Pac-12,2023,Utah vs Oregon,Utah,Oregon,6,35,2023-10-28T19:30:00.000Z
Florida,SEC,2023,Florida vs Georgia,Florida,Georgia,20,43,2023-10-28T19:30:00.000Z
California,Pac-12,2023,California vs USC,California,USC,49,50,2023-10-28T20:00:00.000Z
Kentucky,SEC,2023,Kentucky vs Tennessee,Kentucky,Tennessee,27,33,2023-10-28T23:00:00.000Z
Stanford,Pac-12,2023,Stanford vs Washington,Stanford,Washington,33,42,2023-10-28T23:00:00.000Z
UCLA,Pac-12,2023,UCLA vs Colorado,UCLA,Colorado,28,16,2023-10-28T23:30:00.000Z
Ole Miss,SEC,2023,Ole Miss vs Vanderbilt,Ole Miss,Vanderbilt,33,7,2023-10-28T23:30:00.000Z
Arizona State,Pac-12,2023,Arizona State vs Washington State,Arizona State,Washington State,38,27,2023-10-29T00:00:00.000Z
Arizona,Pac-12,2023,Arizona vs Oregon State,Arizona,Oregon State,27,24,2023-10-29T02:30:00.000Z
Tennessee,SEC,2023,Tennessee vs UConn,Tennessee,UConn,59,3,2023-11-04T16:00:00.000Z
Ole Miss,SEC,2023,Ole Miss vs Texas A&M,Ole Miss,Texas A&M,38,35,2023-11-04T16:00:00.000Z
Florida,SEC,2023,Florida vs Arkansas,Florida,Arkansas,36,39,2023-11-04T16:00:00.000Z
South Carolina,SEC,2023,South Carolina vs Jacksonville State,South Carolina,Jacksonville State,38,28,2023-11-04T16:00:00.000Z
Utah,Pac-12,2023,Utah vs Arizona State,Utah,Arizona State,55,3,2023-11-04T18:00:00.000Z
Georgia,SEC,2023,Georgia vs Missouri,Georgia,Missouri,30,21,2023-11-04T19:30:00.000Z
Vanderbilt,SEC,2023,Vanderbilt vs Auburn,Vanderbilt,Auburn,15,31,2023-11-04T20:00:00.000Z
Oregon,Pac-12,2023,Oregon vs California,Oregon,California,63,19,2023-11-04T21:30:00.000Z
USC,Pac-12,2023,USC vs Washington,USC,Washington,42,52,2023-11-04T23:30:00.000Z
Mississippi State,SEC,2023,Mississippi State vs Kentucky,Mississippi State,Kentucky,3,24,2023-11-04T23:30:00.000Z
Alabama,SEC,2023,Alabama vs LSU,Alabama,LSU,42,28,2023-11-04T23:45:00.000Z
Washington State,Pac-12,2023,Washington State vs Stanford,Washington State,Stanford,7,10,2023-11-05T01:00:00.000Z
Colorado,Pac-12,2023,Colorado vs Oregon State,Colorado,Oregon State,19,26,2023-11-05T02:00:00.000Z
Arizona,Pac-12,2023,Arizona vs UCLA,Arizona,UCLA,27,10,2023-11-05T02:30:00.000Z
South Carolina,SEC,2023,South Carolina vs Vanderbilt,South Carolina,Vanderbilt,47,6,2023-11-11T17:00:00.000Z
Kentucky,SEC,2023,Kentucky vs Alabama,Kentucky,Alabama,21,49,2023-11-11T17:00:00.000Z
Colorado,Pac-12,2023,Colorado vs Arizona,Colorado,Arizona,31,34,2023-11-11T19:00:00.000Z
Missouri,SEC,2023,Missouri vs Tennessee,Missouri,Tennessee,36,7,2023-11-11T20:30:00.000Z
Washington,Pac-12,2023,Washington vs Utah,Washington,Utah,35,28,2023-11-11T20:30:00.000Z
California,Pac-12,2023,California vs Washington State,California,Washington State,42,39,2023-11-11T21:00:00.000Z
Arkansas,SEC,2023,Arkansas vs Auburn,Arkansas,Auburn,10,48,2023-11-11T21:00:00.000Z
Oregon State,Pac-12,2023,Oregon State vs Stanford,Oregon State,Stanford,62,17,2023-11-11T22:30:00.000Z
Georgia,SEC,2023,Georgia vs Ole Miss,Georgia,Ole Miss,52,17,2023-11-12T00:00:00.000Z
LSU,SEC,2023,LSU vs Florida,LSU,Florida,52,35,2023-11-12T00:30:00.000Z
Texas A&M,SEC,2023,Texas A&M vs Mississippi State,Texas A&M,Mississippi State,51,10,2023-11-12T00:30:00.000Z
UCLA,Pac-12,2023,UCLA vs Arizona State,UCLA,Arizona State,7,17,2023-11-12T02:00:00.000Z
Oregon,Pac-12,2023,Oregon vs USC,Oregon,USC,36,27,2023-11-12T03:30:00.000Z
Washington State,Pac-12,2023,Washington State vs Colorado,Washington State,Colorado,56,14,2023-11-18T03:30:00.000Z
Texas A&M,SEC,2023,Texas A&M vs Abilene Christian,Texas A&M,Abilene Christian,38,10,2023-11-18T17:00:00.000Z
Mississippi State,SEC,2023,Mississippi State vs Southern Miss,Mississippi State,Southern Miss,41,20,2023-11-18T17:00:00.000Z
Alabama,SEC,2023,Alabama vs Chattanooga,Alabama,Chattanooga,66,10,2023-11-18T17:00:00.000Z
Ole Miss,SEC,2023,Ole Miss vs UL Monroe,Ole Miss,UL Monroe,35,3,2023-11-18T17:00:00.000Z
Arizona,Pac-12,2023,Arizona vs Utah,Arizona,Utah,42,18,2023-11-18T19:30:00.000Z
USC,Pac-12,2023,USC vs UCLA,USC,UCLA,20,38,2023-11-18T20:30:00.000Z
Tennessee,SEC,2023,Tennessee vs Georgia,Tennessee,Georgia,10,38,2023-11-18T20:30:00.000Z
Arizona State,Pac-12,2023,Arizona State vs Oregon,Arizona State,Oregon,13,49,2023-11-18T21:00:00.000Z
Auburn,SEC,2023,Auburn vs New Mexico State,Auburn,New Mexico State,10,31,2023-11-18T21:00:00.000Z
Stanford,Pac-12,2023,Stanford vs California,Stanford,California,15,27,2023-11-18T23:30:00.000Z
Oregon State,Pac-12,2023,Oregon State vs Washington,Oregon State,Washington,20,22,2023-11-19T00:30:00.000Z
Missouri,SEC,2023,Missouri vs Florida,Missouri,Florida,33,31,2023-11-19T00:30:00.000Z
Arkansas,SEC,2023,Arkansas vs Florida International,Arkansas,Florida International,44,20,2023-11-19T00:30:00.000Z
South Carolina,SEC,2023,South Carolina vs Kentucky,South Carolina,Kentucky,17,14,2023-11-19T00:30:00.000Z
LSU,SEC,2023,LSU vs Georgia State,LSU,Georgia State,56,14,2023-11-19T01:00:00.000Z
Mississippi State,SEC,2023,Mississippi State vs Ole Miss,Mississippi State,Ole Miss,7,17,2023-11-24T00:30:00.000Z
Arkansas,SEC,2023,Arkansas vs Missouri,Arkansas,Missouri,14,48,2023-11-24T21:00:00.000Z
Oregon,Pac-12,2023,Oregon vs Oregon State,Oregon,Oregon State,31,7,2023-11-25T01:30:00.000Z
Louisville,ACC,2023,Louisville vs Kentucky,Louisville,Kentucky,31,38,2023-11-25T17:00:00.000Z
LSU,SEC,2023,LSU vs Texas A&M,LSU,Texas A&M,42,30,2023-11-25T17:00:00.000Z
Utah,Pac-12,2023,Utah vs Colorado,Utah,Colorado,23,17,2023-11-25T20:00:00.000Z
Auburn,SEC,2023,Auburn vs Alabama,Auburn,Alabama,24,27,2023-11-25T20:30:00.000Z
Arizona State,Pac-12,2023,Arizona State vs Arizona,Arizona State,Arizona,23,59,2023-11-25T20:30:00.000Z
Tennessee,SEC,2023,Tennessee vs Vanderbilt,Tennessee,Vanderbilt,48,24,2023-11-25T20:30:00.000Z
Washington,Pac-12,2023,Washington vs Washington State,Washington,Washington State,24,21,2023-11-25T21:00:00.000Z
Florida,SEC,2023,Florida vs Florida State,Florida,Florida State,15,24,2023-11-26T00:00:00.000Z
Stanford,Pac-12,2023,Stanford vs Notre Dame,Stanford,Notre Dame,23,56,2023-11-26T00:00:00.000Z
South Carolina,SEC,2023,South Carolina vs Clemson,South Carolina,Clemson,7,16,2023-11-26T00:30:00.000Z
Georgia Tech,ACC,2023,Georgia Tech vs Georgia,Georgia Tech,Georgia,23,31,2023-11-26T00:30:00.000Z
UCLA,Pac-12,2023,UCLA vs California,UCLA,California,7,33,2023-11-26T03:30:00.000Z
Washington,Pac-12,2023,Washington vs Oregon,Washington,Oregon,34,31,2023-12-02T01:00:00.000Z
Alabama,SEC,2023,Alabama vs Georgia,Alabama,Georgia,27,24,2023-12-02T21:00:00.000Z
Arkansas,SEC,2024,Arkansas vs Arkansas-Pine Bluff,Arkansas,Arkansas-Pine Bluff,70,0,2024-08-29T23:30:00.000Z
Missouri,SEC,2024,Missouri vs Murray State,Missouri,Murray State,51,0,2024-08-30T00:00:00.000Z
Oklahoma,SEC,2024,Oklahoma vs Temple,Oklahoma,Temple,51,3,2024-08-30T23:00:00.000Z
Georgia,SEC,2024,Georgia vs Clemson,Georgia,Clemson,34,3,2024-08-31T16:00:00.000Z
Vanderbilt,SEC,2024,Vanderbilt vs Virginia Tech,Vanderbilt,Virginia Tech,34,27,2024-08-31T16:00:00.000Z
Tennessee,SEC,2024,Tennessee vs Chattanooga,Tennessee,Chattanooga,69,3,2024-08-31T16:45:00.000Z
Washington State,Pac-12,2024,Washington State vs Portland State,Washington State,Portland State,70,30,2024-08-31T19:00:00.000Z
Florida,SEC,2024,Florida vs Miami,Florida,Miami,17,41,2024-08-31T19:30:00.000Z
Texas,SEC,2024,Texas vs Colorado State,Texas,Colorado State,52,0,2024-08-31T19:30:00.000Z
South Carolina,SEC,2024,South Carolina vs Old Dominion,South Carolina,Old Dominion,23,19,2024-08-31T20:15:00.000Z
Mississippi State,SEC,2024,Mississippi State vs Eastern Kentucky,Mississippi State,Eastern Kentucky,56,7,2024-08-31T22:00:00.000Z
Oregon State,Pac-12,2024,Oregon State vs Idaho State,Oregon State,Idaho State,38,15,2024-08-31T22:30:00.000Z
Ole Miss,SEC,2024,Ole Miss vs Furman,Ole Miss,Furman,76,0,2024-08-31T23:00:00.000Z
Alabama,SEC,2024,Alabama vs Western Kentucky,Alabama,Western Kentucky,63,0,2024-08-31T23:00:00.000Z
Auburn,SEC,2024,Auburn vs Alabama A&M,Auburn,Alabama A&M,73,3,2024-08-31T23:30:00.000Z
Texas A&M,SEC,2024,Texas A&M vs Notre Dame,Texas A&M,Notre Dame,13,23,2024-08-31T23:30:00.000Z
Kentucky,SEC,2024,Kentucky vs Southern Miss,Kentucky,Southern Miss,31,0,2024-08-31T23:45:00.000Z
LSU,SEC,2024,LSU vs USC,LSU,USC,20,27,2024-09-01T23:30:00.000Z
Oklahoma State,Big 12,2024,Oklahoma State vs Arkansas,Oklahoma State,Arkansas,39,31,2024-09-07T16:00:00.000Z
Michigan,Big Ten,2024,Michigan vs Texas,Michigan,Texas,12,31,2024-09-07T16:00:00.000Z
Texas A&M,SEC,2024,Texas A&M vs McNeese,Texas A&M,McNeese,52,10,2024-09-07T16:45:00.000Z
Georgia,SEC,2024,Georgia vs Tennessee Tech,Georgia,Tennessee Tech,48,3,2024-09-07T18:00:00.000Z
Auburn,SEC,2024,Auburn vs California,Auburn,California,14,21,2024-09-07T19:30:00.000Z
Kentucky,SEC,2024,Kentucky vs South Carolina,Kentucky,South Carolina,6,31,2024-09-07T19:30:00.000Z
Ole Miss,SEC,2024,Ole Miss vs Middle Tennessee,Ole Miss,Middle Tennessee,52,3,2024-09-07T20:15:00.000Z
Florida,SEC,2024,Florida vs Samford,Florida,Samford,45,7,2024-09-07T23:00:00.000Z
Alabama,SEC,2024,Alabama vs South Florida,Alabama,South Florida,42,16,2024-09-07T23:00:00.000Z
Missouri,SEC,2024,Missouri vs Buffalo,Missouri,Buffalo,38,0,2024-09-07T23:00:00.000Z
Vanderbilt,SEC,2024,Vanderbilt vs Alcorn State,Vanderbilt,Alcorn State,55,0,2024-09-07T23:30:00.000Z
LSU,SEC,2024,LSU vs Nicholls,LSU,Nicholls,44,21,2024-09-07T23:30:00.000Z
NC State,ACC,2024,NC State vs Tennessee,NC State,Tennessee,10,51,2024-09-07T23:30:00.000Z
Oklahoma,SEC,2024,Oklahoma vs Houston,Oklahoma,Houston,16,12,2024-09-07T23:45:00.000Z
Washington State,Pac-12,2024,Washington State vs Texas Tech,Washington State,Texas Tech,37,16,2024-09-08T02:00:00.000Z
Arizona State,Big 12,2024,Arizona State vs Mississippi State,Arizona State,Mississippi State,30,23,2024-09-08T02:30:00.000Z
San Diego State,Mountain West,2024,San Diego State vs Oregon State,San Diego State,Oregon State,0,21,2024-09-08T02:30:00.000Z
South Carolina,SEC,2024,South Carolina vs LSU,South Carolina,LSU,33,36,2024-09-14T16:00:00.000Z
Wisconsin,Big Ten,2024,Wisconsin vs Alabama,Wisconsin,Alabama,10,42,2024-09-14T16:00:00.000Z
Missouri,SEC,2024,Missouri vs Boston College,Missouri,Boston College,27,21,2024-09-14T16:45:00.000Z
Oklahoma,SEC,2024,Oklahoma vs Tulane,Oklahoma,Tulane,34,19,2024-09-14T19:30:00.000Z
Oregon State,Pac-12,2024,Oregon State vs Oregon,Oregon State,Oregon,14,49,2024-09-14T19:30:00.000Z
